"year","month","country","region","latitude","longitude","multiple","success","attack","target","weapon","num_kill","damages","kidnap","inter","death","bombs","bnm"
2009,"Jun","Corsica","Western Europe",41.559236,9.321795,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Jun","Greece","Western Europe",38.008211,23.770595,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Jun","Russia","Russia",43.260186,44.839596,"no","yes","Armed Assault","Government (General)","Firearms",1,"Minor","no","no","yes","no","no"
2009,"Jun","Russia","Russia",43.216667,44.766667,"no","yes","Assassination","Government (General)","Firearms",1,"Minor","no","no","yes","no","no"
2009,"Jun","Spain","Western Europe",43.20752,-2.887839,"no","yes","Assassination","Police","Bombs",1,"Minor","no","yes","yes","yes","no"
2009,"Jul","Greece","Western Europe",37.97918,23.716647,"no","yes","Facility/Infrastructure Attack","NGO","Incendiary",0,"Minor","no","no","no","no","no"
2009,"Jul","Germany","Western Europe",48.139126,11.580186,"no","yes","Facility/Infrastructure Attack","Government (Diplomatic)","Incendiary",0,"Minor","no","yes","no","no","no"
2009,"Jul","Greece","Western Europe",37.925113,23.702291,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Jul","Indonesia","Southeast Asia",-6.208821,106.846046,"yes","yes","Bombing/Explosion","Business","Bombs",5,"Minor","no","yes","yes","yes","no"
2009,"Jul","Indonesia","Southeast Asia",-6.208821,106.846046,"yes","yes","Bombing/Explosion","Business","Bombs",4,"Minor","no","yes","yes","yes","no"
2009,"Jul","Croatia","Eastern Europe",43.733994,15.895068,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Jul","Corsica","Western Europe",42.492576,9.439183,"no","yes","Bombing/Explosion","Police","Incendiary",0,"Minor","no","no","no","no","no"
2009,"Jul","Spain","Western Europe",42.340892,-3.699762,"no","yes","Bombing/Explosion","Police","Bombs",0,"Major","no","yes","no","yes","yes"
2009,"Aug","Austria","Western Europe",47.446633,13.96084,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2009,"Aug","Spain","Western Europe",39.569505,2.649965,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Aug","Spain","Western Europe",39.569505,2.649965,"yes","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Aug","Spain","Western Europe",39.569505,2.649965,"yes","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Aug","Spain","Western Europe",39.569505,2.649965,"yes","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Aug","Northern Ireland","Western Europe",54.502852,-6.769568,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Aug","Russia","Russia",43.25,46.583333,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Aug","Russia","Russia",52.825833,91.370278,"no","yes","Bombing/Explosion","Utilities","Bombs",26,"Minor","no","no","yes","yes","no"
2009,"Aug","Algeria","Middle East",36.72398,3.670848,"no","yes","Bombing/Explosion","Police","Bombs",43,"Minor","no","no","yes","yes","no"
2009,"Aug","Serbia","Eastern Europe",44.802416,20.465601,"no","yes","Facility/Infrastructure Attack","Government (Diplomatic)","Incendiary",0,"Minor","no","yes","no","no","no"
2009,"Aug","Thailand","Southeast Asia",6.42541,101.825331,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Aug","Spain","Western Europe",43.15256,-3.028622,"no","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","yes","no","no","no"
2009,"Sep","Greece","Western Europe",37.97918,23.716647,"yes","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Sep","Greece","Western Europe",40.639349,22.944616,"yes","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Oct","Thailand","Southeast Asia",6.686475,101.139088,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Oct","Spain","Western Europe",43.256963,-2.923441,"no","yes","Armed Assault","Transportation","Incendiary",0,"Minor","no","yes","no","no","no"
2009,"Oct","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
2009,"Oct","Spain","Western Europe",43.169068,-2.632655,"no","yes","Armed Assault","Transportation","Melee",0,"Minor","no","yes","no","no","no"
2009,"Nov","Indonesia","Southeast Asia",5.554139,95.316668,"no","yes","Armed Assault","NGO","Firearms",0,"Minor","no","yes","no","no","no"
2009,"Nov","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Nov","Indonesia","Southeast Asia",5.554139,95.316668,"no","yes","Armed Assault","Government (Diplomatic)","Firearms",0,"Minor","no","yes","no","no","no"
2009,"Nov","Russia","Russia",57.979477,34.363,"no","yes","Bombing/Explosion","Transportation","Bombs",26,"Major","no","no","yes","yes","no"
2009,"Dic","Italy","Western Europe",45.941305,13.621546,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2009,"Dic","Myanmar","Southeast Asia",18.064634,97.444427,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",8,"Minor","no","no","yes","yes","no"
2009,"Dic","United States","North America",42.331685,-83.047924,"no","no","Bombing/Explosion","Airports & Aircraft","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Jan","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Jan","Greece","Western Europe",37.97918,23.716647,"no","yes","Facility/Infrastructure Attack","Government (General)","Incendiary",0,"Minor","no","no","no","no","no"
2010,"Feb","Northern Ireland","Western Europe",54.597269,-5.930109,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Feb","Australia","Australasia",-31.952854,115.857339,"no","yes","Armed Assault","Religious Figures/Institutions","Firearms",0,"Minor","no","yes","no","no","no"
2010,"Feb","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Feb","Ireland","Western Europe",53.344104,-6.267494,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"Feb","Myanmar","Southeast Asia",16.556038,98.238881,"yes","yes","Bombing/Explosion","Private Citizens & Property","Bombs",1,"Minor","no","no","yes","yes","no"
2010,"Feb","Myanmar","Southeast Asia",16.556038,98.238881,"yes","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Feb","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Mar","Thailand","Southeast Asia",6.427236,101.833652,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Mar","Thailand","Southeast Asia",8.903405,99.012893,"no","yes","Bombing/Explosion","Utilities","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Mar","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Mar","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Apr","United States","North America",39.74001,-104.992259,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"May","Russia","Russia",43.484122,43.627361,"no","yes","Bombing/Explosion","Business","Bombs",1,"Minor","no","no","yes","yes","no"
2010,"May","Greece","Western Europe",37.97918,23.716647,"no","yes","Facility/Infrastructure Attack","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"May","Greece","Western Europe",37.984379,23.649458,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"May","Greece","Western Europe",40.639349,22.944616,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Jun","United States","North America",40.759505,-111.888229,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"Jun","Russia","Russia",43.298902,46.726004,"no","yes","Armed Assault","Police","Firearms",0,"Minor","no","yes","no","no","no"
2010,"Jun","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (General)","Bombs",1,"Minor","no","no","yes","yes","no"
2010,"Jun","Greece","Western Europe",40.639349,22.944616,"yes","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Jun","Greece","Western Europe",40.639349,22.944616,"yes","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","no","no","no","no"
2010,"Jun","Greece","Western Europe",40.639349,22.944616,"yes","yes","Facility/Infrastructure Attack","Private Citizens & Property","Incendiary",0,"Minor","no","no","no","no","no"
2010,"Jul","United States","North America",40.56976,-111.894984,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"Aug","Northern Ireland","Western Europe",54.99451,-7.319996,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","yes","no","no","yes","yes"
2010,"Aug","Northern Ireland","Western Europe",54.18006,-6.33393,"no","yes","Facility/Infrastructure Attack","Police","Incendiary",0,"Minor","no","no","no","no","no"
2010,"Aug","Belarus","Russia",53.9,27.566667,"no","yes","Facility/Infrastructure Attack","Government (Diplomatic)","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"Sep","Tajikistan","Central Asia",40.283333,69.633333,"no","yes","Bombing/Explosion","Police","Bombs",4,"Minor","no","yes","yes","yes","no"
2010,"Sep","Russia","Russia",43.047456,44.665806,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",18,"Minor","no","no","yes","yes","no"
2010,"Sep","Thailand","Southeast Asia",6.517785,101.627154,"no","yes","Armed Assault","Private Citizens & Property","Firearms",4,"Minor","no","no","yes","no","no"
2010,"Oct","Northern Ireland","Western Europe",54.99451,-7.319996,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Oct","Ukraine","Russia",48.507933,32.262317,"yes","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Nov","Greece","Western Europe",37.97918,23.716647,"yes","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Nov","Northern Ireland","Western Europe",54.577392,-5.997223,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Nov","Mexico","North America",20.673343,-103.344177,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Dic","Mexico","North America",19.432608,-99.133207,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2010,"Dic","France","Western Europe",45.578041,4.812652,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2010,"Dic","Italy","Western Europe",45.817605,8.826384,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2010,"Dic","Greece","Western Europe",37.97918,23.716647,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Jan","Egypt","Middle East",30.762296,29.696268,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",23,"Minor","no","yes","yes","yes","no"
2011,"Jan","Corsica","Western Europe",41.556824,8.916643,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Jan","Austria","Western Europe",48.208174,16.373819,"no","yes","Facility/Infrastructure Attack","Government (Diplomatic)","Sabotage",0,"Minor","no","yes","no","no","no"
2011,"Jan","Switzerland","Western Europe",46.80012,9.83089,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2011,"Feb","Egypt","Middle East",31.280267,34.240191,"no","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
2011,"Feb","Russia","Russia",43.2625,42.6476,"yes","yes","Armed Assault","Private Citizens & Property","Firearms",3,"Minor","no","no","yes","no","no"
2011,"Feb","Russia","Russia",43.265738,42.478699,"yes","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Feb","Russia","Russia",43.484122,43.627361,"no","yes","Armed Assault","Police","Firearms",1,"Minor","no","no","yes","no","no"
2011,"Feb","Netherlands","Western Europe",52.069858,4.291111,"no","yes","Facility/Infrastructure Attack","Government (Diplomatic)","Incendiary",0,"Minor","no","yes","no","no","no"
2011,"Feb","Corsica","Western Europe",42.36999,9.501176,"no","yes","Bombing/Explosion","Business","Bombs",0,"Major","no","no","no","yes","yes"
2011,"Mar","Russia","Russia",55.75,37.616667,"no","yes","Bombing/Explosion","Government (General)","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Apr","Northern Ireland","Western Europe",54.600305,-7.298402,"no","yes","Bombing/Explosion","Police","Bombs",1,"Minor","no","no","yes","yes","no"
2011,"May","Northern Ireland","Western Europe",54.99451,-7.319996,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2011,"Jun","Thailand","Southeast Asia",6.211932,101.824703,"no","yes","Armed Assault","Business","Firearms",1,"Minor","no","yes","yes","no","no"
2011,"Jun","Thailand","Southeast Asia",6.211932,101.824703,"no","yes","Armed Assault","Business","Firearms",1,"Minor","no","yes","yes","no","no"
2011,"Jun","Mexico","North America",19.645565,-99.168927,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","yes","no","yes","yes"
2011,"Jul","Sweden","Western Europe",57.70887,11.97456,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2011,"Jul","China","East Asia",39.4704,75.989755,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Aug","Algeria","Middle East",36.714164,4.050111,"no","no","Armed Assault","Police","Firearms",2,"Minor","no","no","yes","no","no"
2011,"Aug","Egypt","Middle East",31.280267,34.240191,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2011,"Aug","Thailand","Southeast Asia",6.541147,101.280395,"yes","yes","Armed Assault","Private Citizens & Property","Firearms",2,"Minor","no","no","yes","no","no"
2011,"Sep","Netherlands","Western Europe",52.22917,5.166897,"no","yes","Facility/Infrastructure Attack","Business","Sabotage",0,"Minor","no","yes","no","no","no"
2011,"Sep","Indonesia","Southeast Asia",-7.566667,110.816667,"no","yes","Bombing/Explosion","Religious Figures/Institutions","Bombs",1,"Minor","no","no","yes","yes","no"
2011,"Sep","United States","North America",43.662938,-116.68736,"no","yes","Facility/Infrastructure Attack","Business","Incendiary",0,"Minor","no","yes","no","no","no"
2011,"Oct","Germany","Western Europe",52.588717,12.993372,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
2011,"Oct","Greece","Western Europe",37.867803,23.756796,"no","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Kenya","Sub-Saharan Africa",-0.453229,39.646099,"yes","yes","Armed Assault","Business","Bombs",2.5,"Minor","no","yes","yes","yes","no"
2012,"Jan","Pakistan","South Asia",28.636116,69.186465,"no","yes","Bombing/Explosion","Military","Bombs",4,"Minor","no","no","yes","yes","no"
2012,"Jan","Kenya","Sub-Saharan Africa",-0.453229,39.646099,"yes","yes","Armed Assault","Business","Bombs",2.5,"Minor","no","yes","yes","yes","no"
2012,"Jan","India","South Asia",27.489464,95.360144,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Afghanistan","South Asia",34.002047,69.031149,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",3,"Minor","no","no","yes","yes","no"
2012,"Jan","Senegal","Sub-Saharan Africa",12.654455,-16.362767,"no","yes","Hostage Taking (Kidnapping)","Police","Firearms",1,"Minor","no","no","yes","no","no"
2012,"Jan","Pakistan","South Asia",34.004345,71.544814,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",2,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.78679,10.23771,"no","yes","Armed Assault","Police","Bombs",1,"Minor","no","no","yes","yes","no"
2012,"Jan","Afghanistan","South Asia",31.61088,65.700272,"yes","yes","Bombing/Explosion","Police","Bombs",7,"Minor","no","no","yes","yes","no"
2012,"Jan","Afghanistan","South Asia",31.61088,65.700272,"yes","yes","Bombing/Explosion","Police","Bombs",8,"Minor","no","no","yes","yes","no"
2012,"Jan","Congo (Kinshasa)","Sub-Saharan Africa",-2.694693,27.341538,"yes","yes","Armed Assault","Private Citizens & Property","Melee",12,"Minor","no","yes","yes","no","no"
2012,"Jan","Congo (Kinshasa)","Sub-Saharan Africa",-2.694693,27.341538,"yes","yes","Armed Assault","Private Citizens & Property","Melee",15,"Minor","no","yes","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.833333,13.15,"yes","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.74886,11.96603,"yes","yes","Bombing/Explosion","Business","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",10.2824,11.17479,"no","yes","Armed Assault","Religious Figures/Institutions","Firearms",6,"Minor","no","no","yes","no","no"
2012,"Jan","Pakistan","South Asia",24.916689,66.999967,"no","yes","Assassination","Government (General)","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Pakistan","South Asia",34.565494,71.477429,"no","yes","Bombing/Explosion","Educational Institution","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Algeria","Middle East",36.835434,3.688386,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Afghanistan","South Asia",33.33443,69.920103,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",10.266667,13.266667,"no","yes","Armed Assault","Private Citizens & Property","Firearms",20,"Minor","no","no","yes","no","no"
2012,"Jan","Afghanistan","South Asia",33.153987,62.144217,"no","yes","Bombing/Explosion","Police","Bombs",4,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",9.203496,12.49539,"no","yes","Armed Assault","Religious Figures/Institutions","Firearms",8,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"yes","yes","Armed Assault","Police","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"yes","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"yes","yes","Facility/Infrastructure Attack","Business","Firearms",0,"Minor","no","no","no","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",9.203496,12.49539,"yes","yes","Armed Assault","Private Citizens & Property","Firearms",8,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",9.203496,12.49539,"yes","yes","Armed Assault","Business","Firearms",3,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.814638,13.190456,"no","yes","Armed Assault","Educational Institution","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Philippines","Southeast Asia",6.066667,121.1,"no","yes","Bombing/Explosion","Transportation","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","India","South Asia",34.297023,74.478958,"yes","yes","Armed Assault","Police","Bombs",1,"Minor","no","yes","yes","yes","no"
2012,"Jan","India","South Asia",34.297023,74.478958,"yes","yes","Armed Assault","Police","Firearms",1,"Minor","no","yes","yes","no","no"
2012,"Jan","India","South Asia",34.297023,74.478958,"yes","yes","Bombing/Explosion","Police","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Syria","Middle East",33.5111,36.3064,"no","yes","Bombing/Explosion","Police","Bombs",26,"Minor","no","no","yes","yes","no"
2012,"Jan","Iraq","Middle East",32.482925,44.433402,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.833333,13.15,"yes","yes","Armed Assault","Private Citizens & Property","Firearms",1,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.833333,13.15,"no","yes","Armed Assault","Private Citizens & Property","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.833333,13.15,"yes","yes","Armed Assault","Private Citizens & Property","Firearms",1,"Minor","no","no","yes","no","no"
2012,"Jan","Indonesia","Southeast Asia",-4.548563,136.890763,"no","yes","Armed Assault","Business","Firearms",2,"Minor","no","yes","yes","no","no"
2012,"Jan","Pakistan","South Asia",34.000016,71.383411,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",35,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"no","yes","Armed Assault","Police","Firearms",8,"Minor","no","no","yes","no","no"
2012,"Jan","Afghanistan","South Asia",33.176573,68.777896,"no","yes","Bombing/Explosion","Police","Bombs",10,"Minor","no","no","yes","yes","no"
2012,"Jan","Senegal","Sub-Saharan Africa",12.897309,-16.348788,"no","yes","Hijacking","Private Citizens & Property","Firearms",0,"Minor","no","no","no","no","no"
2012,"Jan","Pakistan","South Asia",28.490733,65.095779,"no","yes","Bombing/Explosion","Military","Bombs",14,"Minor","no","no","yes","yes","no"
2012,"Jan","Kenya","Sub-Saharan Africa",-1.583546,40.498903,"no","yes","Hostage Taking (Kidnapping)","Police","Bombs",6,"Minor","yes","yes","yes","yes","no"
2012,"Jan","Pakistan","South Asia",26.367809,62.720616,"no","yes","Armed Assault","Military","Bombs",14,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"no","yes","Armed Assault","Private Citizens & Property","Firearms",4,"Minor","no","no","yes","no","no"
2012,"Jan","Afghanistan","South Asia",31.547778,65.454167,"no","yes","Assassination","Government (General)","Bombs",6,"Minor","no","no","yes","yes","no"
2012,"Jan","Somalia","Sub-Saharan Africa",5.5375,46.3875,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",2,"Minor","no","yes","yes","yes","no"
2012,"Jan","Afghanistan","South Asia",32.230825,62.920592,"no","yes","Bombing/Explosion","Business","Bombs",2,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",9.203496,12.49539,"no","yes","Armed Assault","Private Citizens & Property","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",10.2824,11.17479,"no","yes","Armed Assault","Private Citizens & Property","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Pakistan","South Asia",31.823676,70.90953,"no","yes","Bombing/Explosion","Police","Bombs",8,"Minor","no","no","yes","yes","no"
2012,"Jan","Thailand","Southeast Asia",6.167222,101.18,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Somalia","Sub-Saharan Africa",3.802632,42.545347,"no","yes","Bombing/Explosion","Food or Water Supply","Bombs",3,"Minor","no","no","yes","yes","no"
2012,"Jan","Somalia","Sub-Saharan Africa",3.801339,42.545138,"no","yes","Bombing/Explosion","Military","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.833333,13.15,"no","yes","Armed Assault","Private Citizens & Property","Firearms",2,"Minor","no","no","yes","no","no"
2012,"Jan","Afghanistan","South Asia",34.171831,70.621679,"no","yes","Bombing/Explosion","Police","Bombs",1,"Minor","no","no","yes","yes","no"
2012,"Jan","Iraq","Middle East",33.326355,44.420379,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Afghanistan","South Asia",36.72657,68.860336,"no","yes","Bombing/Explosion","Government (General)","Bombs",1,"Minor","no","no","yes","yes","no"
2012,"Jan","Yemen","Middle East",12.8,45.033333,"no","no","Assassination","Government (General)","Firearms",0,"Minor","no","yes","no","no","no"
2012,"Jan","Afghanistan","South Asia",32.400023,64.431892,"no","yes","Armed Assault","Police","Bombs",14,"Minor","no","no","yes","yes","no"
2012,"Jan","Afghanistan","South Asia",32.625149,62.479768,"no","yes","Bombing/Explosion","Private Citizens & Property","Bombs",0,"Minor","no","no","no","yes","yes"
2012,"Jan","Somalia","Sub-Saharan Africa",2.033298,45.35011,"no","yes","Bombing/Explosion","Government (Diplomatic)","Bombs",0,"Minor","no","yes","no","yes","yes"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Government (General)","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Police","Bombs",17.9,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Government (General)","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Government (General)","Bombs",17.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Police","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Police","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Police","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.000111,8.516554,"yes","yes","Bombing/Explosion","Private Citizens & Property","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Yemen","Middle East",12.8,45.033333,"no","yes","Armed Assault","Police","Firearms",3,"Minor","no","yes","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",11.70896,11.06997,"no","yes","Armed Assault","Business","Firearms",1,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.030119,8.543949,"yes","yes","Armed Assault","Police","Firearms",16.91,"Minor","no","no","yes","no","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12.030119,8.543949,"yes","yes","Bombing/Explosion","Educational Institution","Bombs",16.91,"Minor","no","no","yes","yes","no"
2012,"Jan","Nigeria","Sub-Saharan Africa",12,8.516667,"yes","yes","Bombing/Explosion","Police","Bombs",16.91,"Minor","no","no","yes","yes","no"
